wavenumber_cm1,absorbance
593.0000,0.051234
594.0000,0.075121
595.0000,0.101707
596.0000,0.125042
597.0000,0.140832
598.0000,0.147407
599.0000,0.149253
600.0000,0.148024
601.0000,0.146712
602.0000,0.147257
603.0000,0.155766
604.0000,0.171404
605.0000,0.192622
606.0000,0.216780
607.0000,0.241940
608.0000,0.268260
609.0000,0.289529
610.0000,0.293663
611.0000,0.279404
612.0000,0.249314
613.0000,0.210178
614.0000,0.168912
615.0000,0.136030
616.0000,0.108585
617.0000,0.089106
618.0000,0.077691
619.0000,0.066373
620.0000,0.051893
621.0000,0.037698
622.0000,0.026143
623.0000,0.018629
624.0000,0.016897
625.0000,0.021265
626.0000,0.024652
627.0000,0.029535
628.0000,0.034788
629.0000,0.038715
630.0000,0.039977
631.0000,0.038356
632.0000,0.034094
633.0000,0.028026
634.0000,0.021486
635.0000,0.015788
636.0000,0.012761
637.0000,0.012233
638.0000,0.012811
639.0000,0.013559
640.0000,0.013894
641.0000,0.014185
642.0000,0.014442
643.0000,0.014692
644.0000,0.014893
645.0000,0.015081
646.0000,0.015264
647.0000,0.015307
648.0000,0.015392
649.0000,0.015686
650.0000,0.016309
651.0000,0.017305
652.0000,0.018660
653.0000,0.020379
654.0000,0.022539
655.0000,0.024700
656.0000,0.026437
657.0000,0.027399
658.0000,0.027781
659.0000,0.027664
660.0000,0.027215
661.0000,0.026587
662.0000,0.025920
663.0000,0.025463
664.0000,0.025392
665.0000,0.025403
666.0000,0.025400
667.0000,0.025323
668.0000,0.025259
669.0000,0.025228
670.0000,0.025241
671.0000,0.025289
672.0000,0.025356
673.0000,0.025435
674.0000,0.025539
675.0000,0.025670
676.0000,0.025825
677.0000,0.025992
678.0000,0.026162
679.0000,0.026339
680.0000,0.026560
681.0000,0.026860
682.0000,0.027239
683.0000,0.027706
684.0000,0.028268
685.0000,0.028892
686.0000,0.029575
687.0000,0.030311
688.0000,0.031074
689.0000,0.031868
690.0000,0.032720
691.0000,0.033617
692.0000,0.034539
693.0000,0.035476
694.0000,0.036446
695.0000,0.037466
696.0000,0.038570
697.0000,0.039758
698.0000,0.041058
699.0000,0.042486
700.0000,0.044060
701.0000,0.045700
702.0000,0.047235
703.0000,0.048910
704.0000,0.050913
705.0000,0.053344
706.0000,0.056271
707.0000,0.059751
708.0000,0.063804
709.0000,0.068378
710.0000,0.073340
711.0000,0.078448
712.0000,0.083499
713.0000,0.088567
714.0000,0.093704
715.0000,0.098978
716.0000,0.104416
717.0000,0.110261
718.0000,0.116415
719.0000,0.122522
720.0000,0.130088
721.0000,0.140136
722.0000,0.152070
723.0000,0.165130
724.0000,0.179803
725.0000,0.196604
726.0000,0.217177
727.0000,0.242939
728.0000,0.278015
729.0000,0.325378
730.0000,0.385918
731.0000,0.445740
732.0000,0.486847
733.0000,0.507230
734.0000,0.513105
735.0000,0.498884
736.0000,0.465083
737.0000,0.414597
738.0000,0.358100
739.0000,0.306987
740.0000,0.266500
741.0000,0.229886
742.0000,0.195199
743.0000,0.172735
744.0000,0.167126
745.0000,0.168490
746.0000,0.173323
747.0000,0.176334
748.0000,0.177519
749.0000,0.181078
750.0000,0.189440
751.0000,0.203723
752.0000,0.224926
753.0000,0.253400
754.0000,0.289065
755.0000,0.331373
756.0000,0.379405
757.0000,0.440250
758.0000,0.509101
759.0000,0.577926
760.0000,0.675279
761.0000,0.732062
762.0000,0.733836
763.0000,0.674169
764.0000,0.566594
765.0000,0.430111
766.0000,0.287079
767.0000,0.164705
768.0000,0.074213
769.0000,0.029285
770.0000,0.047293
771.0000,0.057469
772.0000,0.067778
773.0000,0.072237
774.0000,0.076525
775.0000,0.081391
776.0000,0.086466
777.0000,0.091691
778.0000,0.096670
779.0000,0.101704
780.0000,0.106805
781.0000,0.111954
782.0000,0.117308
783.0000,0.122289
784.0000,0.127195
785.0000,0.132308
786.0000,0.137810
787.0000,0.143888
788.0000,0.151140
789.0000,0.160238
790.0000,0.171631
791.0000,0.185518
792.0000,0.201849
793.0000,0.220788
794.0000,0.242437
